Innehållsförteckning;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;Värden;Egen/annan produktion;Område;Därav;varav;Läkare/ Övrigt;Prestationsgrupp;Prestation;År;Blekinge;Dalarna;Gotland;Gävleborg;Halland;Jämtland Härjedalen;Jönköping;Kalmar;Kronoberg;Norrbotten;Skåne;Stockholm;Sörmland;Uppsala;Värmland;Västerbotten;Västernorrland;Västmanland;Västra Götaland;Örebro;Östergötland;Riket
;Besök per 1000 inv, spec;Offentlig regi;Primärvård;Mödrahälsovård;Mödrahälsovård;Ej läkare;Mottagningsbesök (och hembesök);Mottagningsbesök (primärvård);2010;186;210;86;81;140;125;202;210;189;125;199;123;103;186;208;155;128;53;234;238;173;170
;Besök per 1000 inv, spec;Offentlig regi;Primärvård;Mödrahälsovård;Mödrahälsovård;Ej läkare;Mottagningsbesök (och hembesök);Mottagningsbesök (primärvård);2011;188;210;69;55;218;109;199;211;187;98;183;110;99;164;206;137;152;72;237;184;169;163
;Besök per 1000 inv, spec;Offentlig regi;Primärvård;Mödrahälsovård;Mödrahälsovård;Ej läkare;Mottagningsbesök (och hembesök);Mottagningsbesök (primärvård);2012;189;201;132;61;226;104;188;216;224;95;155;108;;160;181;108;141;92;234;188;174;156
;Besök per 1000 inv, spec;Offentlig regi;Primärvård;Mödrahälsovård;Mödrahälsovård;Ej läkare;Mottagningsbesök (och hembesök);Mottagningsbesök (primärvård);2013;194;148;156;57;238;98;170;195;213;93;147;119;83;161;189;97;138;88;192;192;193;151
;Besök per 1000 inv, spec;Offentlig regi;Primärvård;Mödrahälsovård;Mödrahälsovård;Ej läkare;Mottagningsbesök (och hembesök);Mottagningsbesök (primärvård);2014;195;141;146;123;232;98;168;194;192;115;150;116;165;150;212;93;133;85;212;178;192;157
;Besök per 1000 inv, spec;Offentlig regi;Primärvård;Mödrahälsovård;Mödrahälsovård;Ej läkare;Mottagningsbesök (och hembesök);Mottagningsbesök (primärvård);2015;185;232;156;104;232;101;187;211;218;113;147;114;168;154;217;86;82;84;184;231;191;156
;Besök per 1000 inv, spec;Offentlig regi;Primärvård;Mödrahälsovård;Mödrahälsovård;Ej läkare;Mottagningsbesök (och hembesök);Mottagningsbesök (primärvård);2016;186;230;157;119;194;83;165;196;226;112;136;108;178;87;220;83;79;76;180;234;187;147
;Besök per 1000 inv, spec;Offentlig regi;Primärvård;Mödrahälsovård;Mödrahälsovård;Ej läkare;Mottagningsbesök (och hembesök);Mottagningsbesök (primärvård);2017;180;154;150;118;187;87;159;197;217;101;129;103;;70;216;83;77;96;190;224;188;138
;Besök per 1000 inv, spec;Offentlig regi;Primärvård;Mödrahälsovård;Mödrahälsovård;Läkare;Mottagningsbesök (och hembesök);Hembesök (primärvård);2008;;;;0;;;;;;;;;;;;;;;;;;0
;Besök per 1000 inv, spec;Offentlig regi;Primärvård;Mödrahälsovård;Mödrahälsovård;Läkare;Mottagningsbesök (och hembesök);Hembesök (primärvård);2009;;;;0;0;;;;;;;;;;;;;;;;;0
;Besök per 1000 inv, spec;Offentlig regi;Primärvård;Mödrahälsovård;Mödrahälsovård;Läkare;Mottagningsbesök (och hembesök);Hembesök (primärvård);2010;;;;0;0;;;;;;;;;;;;;;;;;0
;Besök per 1000 inv, spec;Offentlig regi;Primärvård;Mödrahälsovård;Mödrahälsovård;Läkare;Mottagningsbesök (och hembesök);Hembesök (primärvård);2011;;;;;;;;;;;;0;;;;0;;;;;;0
;Besök per 1000 inv, spec;Offentlig regi;Primärvård;Mödrahälsovård;Mödrahälsovård;Läkare;Mottagningsbesök (och hembesök);Hembesök (primärvård);2012;;;;0;0;;;;;;;0;;;;;;;;;;0
;Besök per 1000 inv, spec;Offentlig regi;Primärvård;Mödrahälsovård;Mödrahälsovård;Läkare;Mottagningsbesök (och hembesök);Hembesök (primärvård);2013;;;;0;;;;;;;0;0;;;;;;;;;;0
;Besök per 1000 inv, spec;Offentlig regi;Primärvård;Mödrahälsovård;Mödrahälsovård;Läkare;Mottagningsbesök (och hembesök);Hembesök (primärvård);2014;;0;;;;;;;;;;0;;;0;;;;0;;;0
;Besök per 1000 inv, spec;Offentlig regi;Primärvård;Mödrahälsovård;Mödrahälsovård;Läkare;Mottagningsbesök (och hembesök);Hembesök (primärvård);2015;;0;;;;;;;;;;;;;;;;;;;;0
;Besök per 1000 inv, spec;Offentlig regi;Primärvård;Mödrahälsovård;Mödrahälsovård;Läkare;Mottagningsbesök (och hembesök);Hembesök (primärvård);2016;;0;;;;;;;;;;0;;0;;;;;;;;0
;Besök per 1000 inv, spec;Offentlig regi;Primärvård;Mödrahälsovård;Mödrahälsovård;Läkare;Mottagningsbesök (och hembesök);Hembesök (primärvård);2017;;0;;;;;;;;;;0;;;;;;;;;0;0
;Besök per 1000 inv, spec;Offentlig regi;Primärvård;Mödrahälsovård;Mödrahälsovård;Läkare;Mottagningsbesök (och hembesök);Mottagningsbesök (primärvård);2008;21;6;13;0;11;5;17;15;16;3;10;14;6;6;22;3;0;1;14;10;17;11
;Besök per 1000 inv, spec;Offentlig regi;Primärvård;Mödrahälsovård;Mödrahälsovård;Läkare;Mottagningsbesök (och hembesök);Mottagningsbesök (primärvård);2009;25;8;13;0;8;4;14;13;10;3;8;14;7;;24;5;7;1;14;10;17;11
;Besök per 1000 inv, spec;Offentlig regi;Primärvård;Mödrahälsovård;Mödrahälsovård;Läkare;Mottagningsbesök (och hembesök);Mottagningsbesök (primärvård);2010;21;6;12;0;9;5;14;13;9;2;9;14;7;;22;5;0;1;13;8;14;10
;Besök per 1000 inv, spec;Offentlig regi;Primärvård;Mödrahälsovård;Mödrahälsovård;Läkare;Mottagningsbesök (och hembesök);Mottagningsbesök (primärvård);2011;20;5;16;0;14;5;14;14;9;1;7;12;7;;22;2;0;0;10;9;15;9
;Besök per 1000 inv, spec;Offentlig regi;Primärvård;Mödrahälsovård;Mödrahälsovård;Läkare;Mottagningsbesök (och hembesök);Mottagningsbesök (primärvård);2012;20;4;14;0;14;4;15;13;14;1;5;11;;;19;2;0;0;10;9;15;8
;Besök per 1000 inv, spec;Offentlig regi;Primärvård;Mödrahälsovård;Mödrahälsovård;Läkare;Mottagningsbesök (och hembesök);Mottagningsbesök (primärvård);2013;21;3;7;0;14;3;14;12;17;1;5;11;5;;26;2;0;0;9;10;16;9
;Besök per 1000 inv, spec;Offentlig regi;Primärvård;Mödrahälsovård;Mödrahälsovård;Läkare;Mottagningsbesök (och hembesök);Mottagningsbesök (primärvård);2014;23;2;8;0;14;4;14;11;12;1;5;11;15;;26;2;0;0;8;10;12;9
;Besök per 1000 inv, spec;Offentlig regi;Primärvård;Mödrahälsovård;Mödrahälsovård;Läkare;Mottagningsbesök (och hembesök);Mottagningsbesök (primärvård);2015;21;32;10;0;14;4;9;10;11;1;5;11;15;5;26;2;0;0;8;11;12;9
;Besök per 1000 inv, spec;Offentlig regi;Primärvård;Mödrahälsovård;Mödrahälsovård;Läkare;Mottagningsbesök (och hembesök);Mottagningsbesök (primärvård);2016;21;40;12;;14;2;9;10;10;1;5;11;15;5;27;2;0;;7;11;11;9
;Besök per 1000 inv, spec;Offentlig regi;Primärvård;Mödrahälsovård;Mödrahälsovård;Läkare;Mottagningsbesök (och hembesök);Mottagningsbesök (primärvård);2017;21;3;11;;13;4;11;10;12;1;5;10;;4;24;2;0;0;6;11;11;8
;Besök per 1000 inv, spec;Offentlig regi;Primärvård;Primärvårdsansluten hemsjukvård;Primärvårdsansluten hemsjukvård;Ej läkare;Hemsjukvårdsbesök;Hemsjukvårdsbesök ordinärt boende;2008;706;923;;423;;;1 427;1;;178;;325;110;;0;637;25;136;2;;6;204
;Besök per 1000 inv, spec;Offentlig regi;Primärvård;Primärvårdsansluten hemsjukvård;Primärvårdsansluten hemsjukvård;Ej läkare;Hemsjukvårdsbesök;Hemsjukvårdsbesök ordinärt boende;2009;564;629;173;390;;;1 360;0;;162;;318;131;;0;599;135;127;2;;43;192
;Besök per 1000 inv, spec;Offentlig regi;Primärvård;Primärvårdsansluten hemsjukvård;Primärvårdsansluten hemsjukvård;Ej läkare;Hemsjukvårdsbesök;Hemsjukvårdsbesök ordinärt boende;2010;501;331;265;342;;;999;2;;255;;292;;;0;549;237;98;2;;103;165
;Besök per 1000 inv, spec;Offentlig regi;Primärvård;Primärvårdsansluten hemsjukvård;Primärvårdsansluten hemsjukvård;Ej läkare;Hemsjukvårdsbesök;Hemsjukvårdsbesök ordinärt boende;2011;502;246;287;362;;;1 155;;;225;;297;11;;0;479;334;94;2;;169;173
;Besök per 1000 inv, spec;Offentlig regi;Primärvård;Primärvårdsansluten hemsjukvård;Primärvårdsansluten hemsjukvård;Ej läkare;Hemsjukvårdsbesök;Hemsjukvårdsbesök ordinärt boende;2012;469;191;;350;;;1 118;;;208;;302;0;;0;446;313;87;2;;109;163
;Besök per 1000 inv, spec;Offentlig regi;Primärvård;Primärvårdsansluten hemsjukvård;Primärvårdsansluten hemsjukvård;Ej läkare;Hemsjukvårdsbesök;Hemsjukvårdsbesök ordinärt boende;2013;;;;34;;;;;;23;;245;0;;;291;306;;2;;65;75
;Besök per 1000 inv, spec;Offentlig regi;Primärvård;Primärvårdsansluten hemsjukvård;Primärvårdsansluten hemsjukvård;Ej läkare;Hemsjukvårdsbesök;Hemsjukvårdsbesök ordinärt boende;2014;;;;0;;;;;;0;;239;0;;0;4;26;;2;;14;56
;Besök per 1000 inv, spec;Offentlig regi;Primärvård;Primärvårdsansluten hemsjukvård;Primärvårdsansluten hemsjukvård;Ej läkare;Hemsjukvårdsbesök;Hemsjukvårdsbesök ordinärt boende;2015;;;;0;1;;0;;;0;0;248;;;;3;;;1;;11;57
;Besök per 1000 inv, spec;Offentlig regi;Primärvård;Primärvårdsansluten hemsjukvård;Primärvårdsansluten hemsjukvård;Ej läkare;Hemsjukvårdsbesök;Hemsjukvårdsbesök ordinärt boende;2016;;;;0;3;;0;;;0;;265;;;;2;;;0;;10;61
;Besök per 1000 inv, spec;Offentlig regi;Primärvård;Primärvårdsansluten hemsjukvård;Primärvårdsansluten hemsjukvård;Ej läkare;Hemsjukvårdsbesök;Hemsjukvårdsbesök ordinärt boende;2017;6;;;0;3;;;;;0;;276;;;;4;;;1;;8;64
;Besök per 1000 inv, spec;Offentlig regi;Primärvård;Primärvårdsansluten hemsjukvård;Primärvårdsansluten hemsjukvård;Ej läkare;Mottagningsbesök (och hembesök);Hembesök (primärvård);2016;;;;;;;;;;;0;;;;;;;;;;;0
;Besök per 1000 inv, spec;Offentlig regi;Primärvård;Primärvårdsansluten hemsjukvård;Primärvårdsansluten hemsjukvård;Ej läkare;Mottagningsbesök (och hembesök);Hembesök (primärvård);2017;;;;;;;;;;;0;;;;;;;;;;;0
;Besök per 1000 inv, spec;Offentlig regi;Primärvård;Primärvårdsansluten hemsjukvård;Primärvårdsansluten hemsjukvård;Ej läkare;Mottagningsbesök (och hembesök);Mottagningsbesök (primärvård);2016;;;;;;;;;;;0;;;;;;;;;;;0
;Besök per 1000 inv, spec;Offentlig regi;Primärvård;Primärvårdsansluten hemsjukvård;Primärvårdsansluten hemsjukvård;Ej läkare;Mottagningsbesök (och hembesök);Mottagningsbesök (primärvård);2017;;;;;;;;;;;0;;;;;;;;;;;0
;Besök per 1000 inv, spec;Offentlig regi;Primärvård;Primärvårdsansluten hemsjukvård;Primärvårdsansluten hemsjukvård;Läkare;Hemsjukvårdsbesök;Hemsjukvårdsbesök ordinärt boende;2008;4;20;;15;;;6;1;;0;;3;0;;4;5;0;25;7;;0;4
;Besök per 1000 inv, spec;Offentlig regi;Primärvård;Primärvårdsansluten hemsjukvård;Primärvårdsansluten hemsjukvård;Läkare;Hemsjukvårdsbesök;Hemsjukvårdsbesök ordinärt boende;2009;6;16;0;12;;;7;2;;0;;5;0;;5;3;0;15;7;;1;4
;Besök per 1000 inv, spec;Offentlig regi;Primärvård;Primärvårdsansluten hemsjukvård;Primärvårdsansluten hemsjukvård;Läkare;Hemsjukvårdsbesök;Hemsjukvårdsbesök ordinärt boende;2010;5;8;0;6;;;3;3;;31;;4;1;;6;4;2;3;7;;2;4
;Besök per 1000 inv, spec;Offentlig regi;Primärvård;Primärvårdsansluten hemsjukvård;Primärvårdsansluten hemsjukvård;Läkare;Hemsjukvårdsbesök;Hemsjukvårdsbesök ordinärt boende;2011;2;4;0;1;;;4;;;45;;12;1;;5;3;11;3;6;;2;6
;Besök per 1000 inv, spec;Offentlig regi;Primärvård;Primärvårdsansluten hemsjukvård;Primärvårdsansluten hemsjukvård;Läkare;Hemsjukvårdsbesök;Hemsjukvårdsbesök ordinärt boende;2012;3;3;1;2;;;2;;;49;;13;0;;5;4;17;6;7;;1;6
;Besök per 1000 inv, spec;Offentlig regi;Primärvård;Primärvårdsansluten hemsjukvård;Primärvårdsansluten hemsjukvård;Läkare;Hemsjukvårdsbesök;Hemsjukvårdsbesök ordinärt boende;2013;2;1;0;1;;;2;;;2;;14;0;;3;3;20;2;4;;1;5
;Besök per 1000 inv, spec;Offentlig regi;Primärvård;Primärvårdsansluten hemsjukvård;Primärvårdsansluten hemsjukvård;Läkare;Hemsjukvårdsbesök;Hemsjukvårdsbesök ordinärt boende;2014;2;;;1;;;2;;;2;;18;0;;2;2;12;1;4;;1;5
;Besök per 1000 inv, spec;Offentlig regi;Primärvård;Primärvårdsansluten hemsjukvård;Primärvårdsansluten hemsjukvård;Läkare;Hemsjukvårdsbesök;Hemsjukvårdsbesök ordinärt boende;2015;3;;;1;4;;2;;;2;0;14;1;;;2;;2;7;;1;5
;Besök per 1000 inv, spec;Offentlig regi;Primärvård;Primärvårdsansluten hemsjukvård;Primärvårdsansluten hemsjukvård;Läkare;Hemsjukvårdsbesök;Hemsjukvårdsbesök ordinärt boende;2016;3;;3;3;6;;1;;;2;;11;2;;;2;;2;7;;0;4
;Besök per 1000 inv, spec;Offentlig regi;Primärvård;Primärvårdsansluten hemsjukvård;Primärvårdsansluten hemsjukvård;Läkare;Hemsjukvårdsbesök;Hemsjukvårdsbesök ordinärt boende;2017;4;;3;3;6;;;;;2;;10;3;;;2;;2;9;;1;4
;Besök per 1000 inv, spec;Offentlig regi;Primärvård;Primärvårdsansluten hemsjukvård;Primärvårdsansluten hemsjukvård;Läkare;Hemsjukvårdsbesök;Hemsjukvårdsbesök särskilt boende;2008;25;3;;18;;;38;;27;;;;25;86;16;11;;1;33;;0;13
;Besök per 1000 inv, spec;Offentlig regi;Primärvård;Primärvårdsansluten hemsjukvård;Primärvårdsansluten hemsjukvård;Läkare;Hemsjukvårdsbesök;Hemsjukvårdsbesök särskilt boende;2009;20;1;;19;;;39;;32;;;;26;92;25;20;;11;29;;;13
;Besök per 1000 inv, spec;Offentlig regi;Primärvård;Primärvårdsansluten hemsjukvård;Primärvårdsansluten hemsjukvård;Läkare;Hemsjukvårdsbesök;Hemsjukvårdsbesök särskilt boende;2010;19;27;;15;;;35;;33;;;;20;104;22;28;;12;25;;;14
;Besök per 1000 inv, spec;Offentlig regi;Primärvård;Primärvårdsansluten hemsjukvård;Primärvårdsansluten hemsjukvård;Läkare;Hemsjukvårdsbesök;Hemsjukvårdsbesök särskilt boende;2011;18;77;;10;;;7;;36;;;;18;98;22;23;;9;21;;;13
;Besök per 1000 inv, spec;Offentlig regi;Primärvård;Primärvårdsansluten hemsjukvård;Primärvårdsansluten hemsjukvård;Läkare;Hemsjukvårdsbesök;Hemsjukvårdsbesök särskilt boende;2012;16;74;;9;;;6;;31;;;;16;96;21;36;;11;20;;;13
;Besök per 1000 inv, spec;Offentlig regi;Primärvård;Primärvårdsansluten hemsjukvård;Primärvårdsansluten hemsjukvård;Läkare;Hemsjukvårdsbesök;Hemsjukvårdsbesök särskilt boende;2013;18;78;;6;;;5;;28;63;;14;16;91;20;37;;11;20;;;17
;Besök per 1000 inv, spec;Offentlig regi;Primärvård;Primärvårdsansluten hemsjukvård;Primärvårdsansluten hemsjukvård;Läkare;Hemsjukvårdsbesök;Hemsjukvårdsbesök särskilt boende;2014;16;11;;6;;;5;;25;29;;11;15;82;15;30;;7;19;;;13
;Besök per 1000 inv, spec;Offentlig regi;Primärvård;Primärvårdsansluten hemsjukvård;Primärvårdsansluten hemsjukvård;Läkare;Hemsjukvårdsbesök;Hemsjukvårdsbesök särskilt boende;2015;17;22;;6;;;5;;22;29;;9;14;82;14;18;13;13;18;;;12
;Besök per 1000 inv, spec;Offentlig regi;Primärvård;Primärvårdsansluten hemsjukvård;Primärvårdsansluten hemsjukvård;Läkare;Hemsjukvårdsbesök;Hemsjukvårdsbesök särskilt boende;2016;16;20;14;18;;;2;;21;22;;7;15;74;14;15;11;11;17;;;11
;Besök per 1000 inv, spec;Offentlig regi;Primärvård;Primärvårdsansluten hemsjukvård;Primärvårdsansluten hemsjukvård;Läkare;Hemsjukvårdsbesök;Hemsjukvårdsbesök särskilt boende;2017;13;22;16;16;;;;;20;21;;7;17;75;14;15;12;11;17;;;11
;Besök per 1000 inv, spec;Offentlig regi;Primärvård;Primärvårdsansluten hemsjukvård;Primärvårdsansluten hemsjukvård;Läkare;Mottagningsbesök (och hembesök);Hembesök (primärvård);2016;;;;;;;;;;;1;;;;;;;;;;;0
;Besök per 1000 inv, spec;Offentlig regi;Primärvård;Primärvårdsansluten hemsjukvård;Primärvårdsansluten hemsjukvård;Läkare;Mottagningsbesök (och hembesök);Hembesök (primärvård);2017;;;;;;;;;;;0;;;;;;;;;;;0
;Besök per 1000 inv, spec;Offentlig regi;Primärvård;Primärvårdsansluten hemsjukvård;Primärvårdsansluten hemsjukvård;Läkare;Mottagningsbesök (och hembesök);Mottagningsbesök (primärvård);2016;;;;;;;;;;;0;;;;;;;;;;;0
;Besök per 1000 inv, spec;Offentlig regi;Primärvård;Primärvårdsansluten hemsjukvård;Primärvårdsansluten hemsjukvård;Läkare;Mottagningsbesök (och hembesök);Mottagningsbesök (primärvård);2017;;;;;;;;;;;0;;;;;;;;;;;0
;Besök per 1000 inv, spec;Offentlig regi;Primärvård;Sjukgymnastik och Arbetsterapi;Sjukgymnastik och Arbetsterapi;Ej läkare;Mottagningsbesök (och hembesök);Hembesök (primärvård);2008;67;48;21;33;20;1;68;0;;77;3;35;26;;;27;8;15;18;31;52;25
;Besök per 1000 inv, spec;Offentlig regi;Primärvård;Sjukgymnastik och Arbetsterapi;Sjukgymnastik och Arbetsterapi;Ej läkare;Mottagningsbesök (och hembesök);Hembesök (primärvård);2009;53;46;0;34;12;0;70;0;0;68;2;38;28;2;;36;9;14;18;36;51;25
;Besök per 1000 inv, spec;Offentlig regi;Primärvård;Sjukgymnastik och Arbetsterapi;Sjukgymnastik och Arbetsterapi;Ej läkare;Mottagningsbesök (och hembesök);Hembesök (primärvård);2010;5;45;0;55;11;0;54;1;0;;2;39;2;1;;43;43;12;13;34;54;22
;Besök per 1000 inv, spec;Offentlig regi;Primärvård;Sjukgymnastik och Arbetsterapi;Sjukgymnastik och Arbetsterapi;Ej läkare;Mottagningsbesök (och hembesök);Hembesök (primärvård);2011;0;41;1;45;14;1;49;;1;;2;40;2;2;;44;39;14;17;33;58;23
;Besök per 1000 inv, spec;Offentlig regi;Primärvård;Sjukgymnastik och Arbetsterapi;Sjukgymnastik och Arbetsterapi;Ej läkare;Mottagningsbesök (och hembesök);Hembesök (primärvård);2012;1;35;1;39;13;2;43;;0;;2;41;2;0;;42;36;8;16;43;59;23
;Besök per 1000 inv, spec;Offentlig regi;Primärvård;Sjukgymnastik och Arbetsterapi;Sjukgymnastik och Arbetsterapi;Ej läkare;Mottagningsbesök (och hembesök);Hembesök (primärvård);2013;;1;1;29;11;3;1;;;9;3;40;2;0;;28;34;1;15;44;57;19
;Besök per 1000 inv, spec;Offentlig regi;Primärvård;Sjukgymnastik och Arbetsterapi;Sjukgymnastik och Arbetsterapi;Ej läkare;Mottagningsbesök (och hembesök);Hembesök (primärvård);2014;;1;0;24;11;3;1;;1;7;4;37;2;0;;3;2;1;14;43;6;14
;Besök per 1000 inv, spec;Offentlig regi;Primärvård;Sjukgymnastik och Arbetsterapi;Sjukgymnastik och Arbetsterapi;Ej läkare;Mottagningsbesök (och hembesök);Hembesök (primärvård);2015;;1;0;23;9;6;1;;1;8;4;37;2;0;;3;1;1;16;43;2;14
;Besök per 1000 inv, spec;Offentlig regi;Primärvård;Sjukgymnastik och Arbetsterapi;Sjukgymnastik och Arbetsterapi;Ej läkare;Mottagningsbesök (och hembesök);Hembesök (primärvård);2016;;1;0;21;9;8;1;0;1;8;4;35;2;0;;4;1;2;17;46;1;14
;Besök per 1000 inv, spec;Offentlig regi;Primärvård;Sjukgymnastik och Arbetsterapi;Sjukgymnastik och Arbetsterapi;Ej läkare;Mottagningsbesök (och hembesök);Hembesök (primärvård);2017;;1;0;22;8;9;1;0;1;8;4;34;2;0;;3;0;1;30;43;1;16
;Besök per 1000 inv, spec;Offentlig regi;Primärvård;Sjukgymnastik och Arbetsterapi;Sjukgymnastik och Arbetsterapi;Ej läkare;Mottagningsbesök (och hembesök);Mottagningsbesök (primärvård);2008;350;353;277;463;553;324;441;410;298;380;309;195;303;200;150;291;365;203;327;300;287;299
;Besök per 1000 inv, spec;Offentlig regi;Primärvård;Sjukgymnastik och Arbetsterapi;Sjukgymnastik och Arbetsterapi;Ej läkare;Mottagningsbesök (och hembesök);Mottagningsbesök (primärvård);2009;342;353;280;475;576;318;438;481;293;354;312;184;303;208;230;307;610;196;324;344;323;310
;Besök per 1000 inv, spec;Offentlig regi;Primärvård;Sjukgymnastik och Arbetsterapi;Sjukgymnastik och Arbetsterapi;Ej läkare;Mottagningsbesök (och hembesök);Mottagningsbesök (primärvård);2010;340;335;315;449;510;295;384;542;291;467;320;166;294;223;219;322;294;208;315;395;349;300
;Besök per 1000 inv, spec;Offentlig regi;Primärvård;Sjukgymnastik och Arbetsterapi;Sjukgymnastik och Arbetsterapi;Ej läkare;Mottagningsbesök (och hembesök);Mottagningsbesök (primärvård);2011;343;327;266;438;521;291;438;584;293;450;326;166;317;242;263;338;420;212;327;406;352;311
;Besök per 1000 inv, spec;Offentlig regi;Primärvård;Sjukgymnastik och Arbetsterapi;Sjukgymnastik och Arbetsterapi;Ej läkare;Mottagningsbesök (och hembesök);Mottagningsbesök (primärvård);2012;343;308;271;410;447;345;466;579;288;439;330;152;315;250;254;371;362;206;327;403;318;303
;Besök per 1000 inv, spec;Offentlig regi;Primärvård;Sjukgymnastik och Arbetsterapi;Sjukgymnastik och Arbetsterapi;Ej läkare;Mottagningsbesök (och hembesök);Mottagningsbesök (primärvård);2013;359;278;299;422;432;367;447;577;295;356;320;175;338;268;242;372;400;203;329;397;371;308
;Besök per 1000 inv, spec;Offentlig regi;Primärvård;Sjukgymnastik och Arbetsterapi;Sjukgymnastik och Arbetsterapi;Ej läkare;Mottagningsbesök (och hembesök);Mottagningsbesök (primärvård);2014;358;273;296;410;427;368;439;604;297;390;343;188;340;288;190;379;398;192;350;399;358;316
;Besök per 1000 inv, spec;Offentlig regi;Primärvård;Sjukgymnastik och Arbetsterapi;Sjukgymnastik och Arbetsterapi;Ej läkare;Mottagningsbesök (och hembesök);Mottagningsbesök (primärvård);2015;312;275;338;401;403;362;425;584;305;372;370;215;347;298;215;374;402;206;418;412;325;335
;Besök per 1000 inv, spec;Offentlig regi;Primärvård;Sjukgymnastik och Arbetsterapi;Sjukgymnastik och Arbetsterapi;Ej läkare;Mottagningsbesök (och hembesök);Mottagningsbesök (primärvård);2016;299;240;284;381;380;317;413;553;316;373;372;218;355;292;213;363;409;196;451;429;319;337
;Besök per 1000 inv, spec;Offentlig regi;Primärvård;Sjukgymnastik och Arbetsterapi;Sjukgymnastik och Arbetsterapi;Ej läkare;Mottagningsbesök (och hembesök);Mottagningsbesök (primärvård);2017;308;245;259;384;358;331;413;490;307;319;358;211;367;279;409;362;416;154;450;361;311;332
;Besök per 1000 inv, spec;Offentlig regi;Primärvård;Sjuksköterskevård inkl. jourverksamhet;Sjuksköterskevård inkl. jourverksamhet;Ej läkare;Mottagningsbesök (och hembesök);Hembesök (primärvård);2008;49;153;610;116;161;6;91;10;0;407;1;29;74;;1;52;272;83;10;;571;79
